episode,total_reward,avg_reward,steps,negative_steps,min_step_reward,max_step_reward,final_portfolio,epsilon
1,0.022429392296618507,3.0474717794318622e-05,736,366,-0.07948840902014633,0.09339775046540638,9552.136041660582,0.995
2,0.6244075885640076,0.0008483798757663146,736,365,-0.050219040222826895,0.10211209101166126,17648.747962485788,0.990025
3,0.10530826640239939,0.0001430818836989122,736,361,-0.12764532118771246,0.11768670527009668,10198.992924678014,0.985074875
4,0.03372468940922375,4.582158887122792e-05,736,364,-0.07049340969523986,0.08205198713342801,9709.542829474767,0.9801495006250001
5,0.24566587836885187,0.0003337851608272444,736,365,-0.057666457810211194,0.09016113334374622,11931.430767693308,0.9752487531218751
6,0.2920902017183247,0.00039686168711728905,736,363,-0.0975090597119341,0.09309410987578774,12514.279523334355,0.9703725093562657
7,-0.025581732387370788,-3.475778856979726e-05,736,361,-0.125150366431236,0.11613942808271586,9022.411182689248,0.9655206468094844
8,0.32070771787647906,0.00043574418189739,736,367,-0.08825447505859245,0.07263633393127976,12839.326065586713,0.960693043575437
9,0.22705616323344835,0.00030850022178457656,736,364,-0.1002219552548429,0.0898181159799108,11773.072535627674,0.9558895783575597
10,0.3849916275191139,0.0005230864504335786,736,367,-0.05243785836667496,0.07705467579772286,13801.032972313285,0.9511101304657719
11,0.49298260650419284,0.0006698133240546099,736,370,-0.10452308028079993,0.094863215100537,15236.967274399354,0.946354579813443
12,0.33985927974830527,0.00046176532574498,736,367,-0.0760838959351526,0.09587806628690006,13196.953569838464,0.9416228069143757
13,0.3897983430139551,0.0005296173138776564,736,368,-0.07491691949586593,0.08854657327199093,13865.986402610935,0.9369146928798039
14,-0.012283012220769192,-1.668887529995814e-05,736,367,-0.0706443699031079,0.07037073934106564,9368.22477274682,0.9322301194154049
15,0.24255440013793744,0.0003295576088830672,736,364,-0.09164637010496485,0.08253471798686932,11834.850286701618,0.9275689688183278
16,0.3035350581917102,0.00041241176384743236,736,366,-0.0734506513646959,0.06206538089166285,12837.881982235023,0.9229311239742362
17,0.23028011730120326,0.0003128805941592436,736,363,-0.07224154163472957,0.10006153253804119,11777.402976436377,0.918316468354365
18,0.4373894051079778,0.0005942790830271437,736,366,-0.11908116221232373,0.10982850175375736,14269.760762835318,0.9137248860125932
19,-0.01322576342736392,-1.796978726544011e-05,736,365,-0.12610106838941254,0.11443210109955136,9150.655147311598,0.9091562615825302
20,0.49364725162972767,0.0006707163744969126,736,364,-0.06941198107245469,0.08168676266932472,15397.369993498833,0.9046104802746175
21,0.13275120794878967,0.00018036848906085554,736,365,-0.12532615742738915,0.11280606200929084,10508.147435985808,0.9000874278732445
22,0.14834802652367746,0.0002015598186463009,736,361,-0.11314687807561957,0.09413522898426264,10671.700180665644,0.8955869907338783
23,0.3088807082788302,0.00041967487537884535,736,363,-0.05589508324317304,0.08142701600905246,12841.309680040808,0.8911090557802088
24,0.20968444622847307,0.00028489734541912103,736,365,-0.11474293371175842,0.10536105390731455,11453.930413263708,0.8866535105013078
25,0.36456129442999446,0.0004953278456929273,736,362,-0.10116648849219516,0.0853390657856346,13479.767347134215,0.8822202429488013
26,0.06736077081577617,9.152278643447849e-05,736,367,-0.10113270661707394,0.0918310892976244,9988.050713874743,0.8778091417340573
27,0.3671131102420273,0.0004987949867418849,736,365,-0.06388929430343016,0.07122871243612948,13620.2518532766,0.8734200960253871
28,0.168250621647292,0.00022860138810773368,736,362,-0.036284765530084695,0.07412800694085983,11295.736482189071,0.8690529955452602
29,0.4593828364265942,0.0006241614625361334,736,365,-0.07140659919709816,0.08374916756190715,14752.025710785303,0.8647077305675338
30,-0.0009400849896972422,-1.2772893881756008e-06,736,365,-0.07392917869960056,0.07365266361621862,9388.039260342448,0.8603841919146962
31,0.0977801849075929,0.00013285351210270773,736,368,-0.09440438356425265,0.11684285014710065,10239.886390066014,0.8560822709551227
32,0.28406545470162586,0.00038595849823590473,736,368,-0.08415194797429311,0.09594084415544786,12318.084673063315,0.851801859600347
33,0.20609488728382913,0.0002800202272878113,736,362,-0.06826074825178448,0.0964528099692901,11351.82640590567,0.8475428503023453
34,0.45895268782636683,0.0006235770215032158,736,366,-0.10817705578287155,0.07911263464604329,14697.115282999823,0.8433051360508336
35,0.2580630850141323,0.00035062919159528844,736,364,-0.06646425968687576,0.05284597667260496,12302.592537111295,0.8390886103705794
36,0.16114041141372376,0.00021894077637734207,736,368,-0.0735539454016556,0.08035063143064254,11047.511960837339,0.8348931673187264
37,0.2773101333286647,0.0003767800724574249,736,365,-0.11556502188028238,0.09272272470063134,12372.957074722335,0.8307187014821328
38,-0.01481484111753511,-2.0128860214042268e-05,736,362,-0.09150375054124991,0.08202910608758887,9230.304138798147,0.8265651079747222
39,0.18051251825981887,0.00024526157372258,736,367,-0.07829558920548216,0.10132465714952656,11035.990908340487,0.8224322824348486
40,0.3261246646698012,0.0004431041639535343,736,365,-0.055194347585090286,0.06738546175662442,12931.87529308824,0.8183201210226743
41,0.41093679573824293,0.0005583380376878301,736,363,-0.10455911089729682,0.08937819305694242,13800.86692484124,0.8142285204175609
42,0.5748764314294491,0.0007810821079204472,736,364,-0.1251678047057869,0.11619139158354767,16363.029024764255,0.810157377815473
43,0.21914903881274628,0.0002977568462129705,736,362,-0.057187990401909285,0.10135905340703996,11509.015380074172,0.8061065909263957
44,0.3648258426062716,0.0004956872861498256,736,366,-0.07865983022706534,0.10634466764925352,13282.870026123961,0.8020760579717637
45,0.3284966913011974,0.000446327026224453,736,364,-0.054893153235763485,0.07473926585624036,13016.776633606434,0.798065677681905
46,0.38310809066977053,0.0005205272971056665,736,363,-0.07917530532408108,0.07364155096487157,13804.28128955356,0.7940753492934954
47,0.2862299159275685,0.000388899342292892,736,364,-0.11527996023717939,0.10603934688001812,12282.90692159963,0.7901049725470279
48,0.2160523176056455,0.0002935493445728879,736,360,-0.056052310422661115,0.08315495557852255,11683.462109096203,0.7861544476842928
49,0.014811405140524474,2.0124191767016948e-05,736,365,-0.10739151542839664,0.08185491590975622,9434.290988206194,0.7822236754458713
50,0.36892107402083657,0.000501251459267441,736,362,-0.098617976418647,0.0632029976110945,13599.481606827863,0.778312557068642
51,0.19640921134735304,0.00026686034150455576,736,367,-0.06713844543611833,0.07592370923084754,11418.769275795767,0.7744209942832988
52,0.47994924587943194,0.0006521049536405326,736,362,-0.05736072004463873,0.08568833906540713,15176.545229512056,0.7705488893118823
53,0.05857375752670074,7.958390968301731e-05,736,364,-0.05802122593757636,0.07698523187731318,9960.491430228902,0.7666961448653229
54,0.1736895190088556,0.00023599119430551033,736,367,-0.056883889055197256,0.06359627183788928,11200.221923277533,0.7628626641409962
55,0.3663445428259192,0.0004977507375352163,736,364,-0.0753877814796551,0.08446257043546647,13283.169133941252,0.7590483508202912
56,0.3270738928013508,0.00044439387608879186,736,366,-0.06854035843678256,0.06885544095675275,12986.416224946985,0.7552531090661897
57,0.43089690623529636,0.0005854577530370875,736,365,-0.06419041340016382,0.07568346288008777,14508.616646441676,0.7514768435208588
58,0.04505701764180552,6.121877396984445e-05,736,366,-0.08731706080127724,0.09550433800593211,9739.756882721913,0.7477194593032545
59,0.3418233327192793,0.00046443387597728164,736,368,-0.08175900024187796,0.09386974135032584,13047.192833962981,0.7439808620067382
60,0.47012799090186697,0.0006387608572036236,736,361,-0.07991761647416602,0.09309752471005626,14666.7873300342,0.7402609576967045
61,0.25835214320337635,0.0003510219337002396,736,363,-0.0629882912798509,0.07686722874994842,12243.301630816588,0.736559652908221
62,0.6126002623149247,0.0008323373129278868,736,364,-0.06731747820450246,0.09975513227033947,16878.608629231443,0.7328768546436799
63,0.5056637695963315,0.0006870431652124069,736,364,-0.07019843860055433,0.07849107413105084,15543.041274696516,0.7292124703704616
64,0.06702216782512246,9.106272802326422e-05,736,363,-0.08444444397032264,0.07385574064118286,9958.787989894954,0.7255664080186093
65,-0.006359381279244253,-8.640463694625344e-06,736,363,-0.10254800526388318,0.08116094305691288,9289.59375533247,0.7219385759785162
66,0.10452998623449394,0.0001420244378186059,736,367,-0.07912356013684352,0.08533809110612564,10409.47983202277,0.7183288830986236
67,0.26360510113099583,0.00035815910479754866,736,364,-0.1043057246876618,0.09475890107847693,11974.412399063343,0.7147372386831305
68,0.25218325464479285,0.0003426402916369468,736,362,-0.0737395279790534,0.07006383916293572,12187.135557815793,0.7111635524897149
69,0.33370716884650214,0.00045340647941100834,736,365,-0.11009575580176223,0.09976941006764213,12967.980535149036,0.7076077347272662
70,0.22555492799847005,0.00030646049999792126,736,369,-0.05296016070671227,0.10341914746341535,11715.146142812391,0.7040696960536299
71,0.3006529299928815,0.000408495828794676,736,368,-0.05382296644542077,0.08930667874365271,12660.145645546625,0.7005493475733617
72,0.46031618289475645,0.0006254295963243974,736,366,-0.06129595309431116,0.0926854232036891,14814.775865147498,0.697046600835495
73,0.13259741798512817,0.00018015953530588067,736,365,-0.06701013608701151,0.06597315230485702,10613.650961533493,0.6935613678313175
74,0.5955875933352708,0.000809222273553357,736,365,-0.0489409170287613,0.07562828760471645,16938.923346982832,0.6900935609921609
75,0.6813747971443335,0.0009257809743808879,736,365,-0.07637785240659863,0.07971446844623416,18510.37755083057,0.6866430931872001
76,0.22621978223760725,0.00030736383456196636,736,367,-0.12823331801377907,0.11937676838579708,11369.484974872994,0.6832098777212641
77,0.3254525127077452,0.0004421909140050886,736,366,-0.056441415026350875,0.08618944819384992,13076.89639626234,0.6797938283326578
78,0.19271939176214234,0.00026184699967682384,736,364,-0.06478334880104708,0.09287315774623135,11308.97720720117,0.6763948591909945
79,0.16826547625908608,0.00022862157100419304,736,368,-0.05924671447667425,0.06720294274678572,11025.65364836167,0.6730128848950395
80,0.20705613224495767,0.00028132626663717077,736,367,-0.06878945365324456,0.0828295912067508,11555.4389889949,0.6696478204705644
81,0.19570077701295702,0.00026589779485456115,736,365,-0.06502038701390035,0.08158809023026128,11246.885381140808,0.6662995813682115
82,0.015911269027215486,2.1618572047847126e-05,736,366,-0.07699685640008647,0.07940386290264055,9515.603000752068,0.6629680834613705
83,0.281262879920209,0.00038215065206550136,736,363,-0.11539864183180001,0.09238668259326935,12361.392486926175,0.6596532430440636
84,0.11640939742536144,0.0001581649421540237,736,362,-0.09328139530752291,0.09159516818053545,10297.178615716808,0.6563549768288433
85,0.23927877706611897,0.00032510703405722686,736,364,-0.11649546112058548,0.10727735908093668,11736.810334801743,0.653073201944699
86,0.47532577960623745,0.0006458230701171704,736,361,-0.052415863684663305,0.058486348663374994,15218.619935935623,0.6498078359349755
87,0.44915304203477235,0.000610262285373332,736,362,-0.059205759044117276,0.09385836274723652,14476.24102850544,0.6465587967553006
88,0.12664192122214638,0.00017206782774748148,736,365,-0.07003932647078241,0.06915919778567768,10762.206331831338,0.6433260027715241
89,0.2043048475987375,0.00027758810815045853,736,367,-0.04185161108964288,0.053023711311779395,11734.130977066405,0.6401093727576664
90,0.05655233790478684,7.683741563150386e-05,736,362,-0.07751982871370347,0.0790964146090552,9944.621805399094,0.6369088258938781
91,0.03089997006214269,4.198365497573735e-05,736,363,-0.06053693828471214,0.07436319201886171,9754.436382303138,0.6337242817644086
92,0.6321962901693873,0.000858962350773624,736,363,-0.05118241328125759,0.08655363972009839,17506.368615826526,0.6305556603555866
93,0.3187131857042722,0.00043303421970689157,736,369,-0.07764172422270207,0.08116554685265366,12991.636751400754,0.6274028820538087
94,0.1848787432278832,0.00025119394460310215,736,366,-0.07507637040594523,0.06376509396451079,11358.9589358615,0.6242658676435396
95,0.05570612570353179,7.568767079284211e-05,736,364,-0.06455158306292198,0.08043863270498917,9876.843465555014,0.6211445383053219
96,0.3808924022997799,0.0005175168509507879,736,367,-0.07991624073060566,0.06537884241809575,13434.603832654106,0.6180388156137953
97,0.20650567996802383,0.0002805783695217715,736,362,-0.0987728799649204,0.05981835406528708,11636.72644602197,0.6149486215357263
98,0.32677627244631025,0.0004439895006063998,736,362,-0.07340870729103754,0.07458445451783938,13042.81940889297,0.6118738784280476
99,0.07653236122567637,0.00010398418644792986,736,368,-0.07176914483021567,0.06899349981094079,10196.050355277837,0.6088145090359074
100,-0.19838827991088503,-0.00026954929335718073,736,365,-0.06631608907569998,0.06153849502066988,7785.029410654975,0.6057704364907278
101,0.3837559937659572,0.0005214076002254853,736,362,-0.062482994931123935,0.1021764550903512,13483.381157913584,0.6027415843082742
102,0.3869663003771189,0.0005257694298602158,736,363,-0.06278610430321144,0.0897619428452434,13465.390949368842,0.5997278763867329
103,0.34378694391627906,0.00046710182597320524,736,369,-0.07251646654987184,0.0895886941101265,13181.745614358748,0.5967292370047992
104,0.3223089331578451,0.0004379197461383765,736,362,-0.11674887990150888,0.107422270956872,12672.84319275544,0.5937455908197752
105,0.15899217407678512,0.00021602197564780587,736,369,-0.07999300588783127,0.07771955666931075,11020.087895995475,0.5907768628656763
106,0.3530681128971279,0.00047971210991457595,736,368,-0.11330192943338561,0.09667191440431484,12964.212347102057,0.5878229785513479
107,0.20595040945666082,0.0002798239258922022,736,368,-0.05654732572545706,0.057810178652513575,11681.24553840328,0.5848838636585911
108,0.573012914675624,0.0007785501558092718,736,366,-0.06582651646129176,0.08784198002823214,16596.74304792911,0.5819594443402982
109,0.21634087471773597,0.0002939414058664891,736,363,-0.05576856524692769,0.0884115088939537,11584.432721370293,0.5790496471185967
110,0.2093778345381865,0.000284480753448623,736,364,-0.11586653474638,0.09357188816290606,11461.342430055176,0.5761543988830038
111,0.27160114464914226,0.0003690232943602476,736,364,-0.0987221229741987,0.08506925202273129,12108.040056558952,0.5732736268885887
112,0.2815550943003184,0.0003825476824732587,736,362,-0.08900089001592204,0.08789346321152831,12195.660560507582,0.5704072587541458
113,0.28406615615515,0.0003859594512977582,736,366,-0.05508035929969362,0.07457458593916944,12504.105112451238,0.567555222460375
114,0.17948895862027517,0.00024387086769059126,736,368,-0.05760901357844034,0.053140450844525414,11336.420850548191,0.5647174463480732
115,0.5430221214486206,0.0007378017954464954,736,367,-0.07275397170462314,0.08715009609775363,15956.081660917844,0.5618938591163328
116,0.53666168792173,0.0007291599020675679,736,363,-0.0892475352649592,0.07379409016122343,15680.380608649688,0.5590843898207511
117,0.31797044524067186,0.0004320250614683042,736,364,-0.07880759596478863,0.06860485533735558,12939.327719624338,0.5562889678716474
118,0.04700149005904487,6.386072018891967e-05,736,365,-0.05867034931769313,0.037063968145833646,10026.08555000833,0.5535075230322891
119,0.16845139729223,0.00022887418110357336,736,361,-0.1267142286688178,0.11572210119978384,10669.0805698846,0.5507399854171277
120,0.3148835704360436,0.00042783093809245054,736,370,-0.05235527100029897,0.06918418818974921,13017.642413369065,0.547986285490042
121,0.06829863244946671,9.279705495851456e-05,736,363,-0.11260434206378994,0.08854910859955734,9644.852696922258,0.5452463540625918
122,0.3365851592278463,0.000457316792429139,736,367,-0.12465030154651134,0.11139174479413316,12470.33410139792,0.5425201222922789
123,0.3455667806559472,0.00046952008241297176,736,364,-0.08222192689527916,0.08660272455321337,13060.710079972097,0.5398075216808175
124,0.17089365684784305,0.00023219246854326502,736,362,-0.10187654040039722,0.07663919691995204,11056.215536429565,0.5371084840724134
125,0.009019646209718096,1.2254954089290892e-05,736,367,-0.10946398202010761,0.09079578165587945,9369.636909475728,0.5344229416520513
126,0.037273654095549356,5.064355176025728e-05,736,365,-0.06873139115461618,0.07538696992168918,9733.793566363409,0.531750826943791
127,0.3013277447245157,0.0004094126966365702,736,366,-0.04924206204847598,0.08769186107044995,12630.757203549612,0.5290920728090721
128,0.35992409507525874,0.0004890273030913842,736,361,-0.08307743749664753,0.09262989701537533,13127.3391466285,0.5264466124450268
129,0.0702082877052754,9.539169525173289e-05,736,364,-0.06899189661845298,0.06989408519537191,10081.966634359627,0.5238143793828016
130,0.12776015050464856,0.00017358716101175076,736,361,-0.1038977393408761,0.08119310293982691,10575.350327620892,0.5211953074858876
131,0.5282719191765214,0.0007177607597507084,736,365,-0.05092565339752687,0.07763254285879148,15969.347986195939,0.5185893309484582
132,0.39147581604476117,0.0005318964891912515,736,360,-0.08386649159814898,0.07986711775759187,13802.307376339115,0.5159963842937159
133,0.1794881028777192,0.0002438697049969011,736,361,-0.07735502749183706,0.058600476784168375,11226.48552489081,0.5134164023722473
134,0.18244201958519496,0.0002478831787842323,736,365,-0.07730399595279008,0.08200709032798972,11173.144794307307,0.510849320360386
135,-0.09829270029203296,-0.0001335498645272187,736,366,-0.10836051552185237,0.07835845884735264,8615.003578649224,0.5082950737585841
136,0.052493754465825514,7.132303595900206e-05,736,369,-0.07063834388068457,0.10113286234363425,9537.529198118898,0.5057535983897912
137,0.1573604382537789,0.0002138049432795909,736,370,-0.07527328739570875,0.055080357519885624,11219.624667945322,0.5032248303978422
138,0.2710602096267988,0.00036828832829728094,736,363,-0.04629972964204185,0.0760515548566653,12457.09744426316,0.500708706245853
139,0.09517079973673005,0.0001293081518162093,736,369,-0.06531137719558318,0.0720017462204254,10548.64258056519,0.4982051627146237
140,0.17056906951540987,0.00023175145314593732,736,363,-0.11932686304831246,0.10037618251159172,11112.507011800088,0.49571413690105054
141,0.3424462680811708,0.000465280255545069,736,365,-0.05698755158006095,0.07674508270451456,13173.435319951748,0.4932355662165453
142,0.13119529151512507,0.0001782544721672895,736,365,-0.10397605207078055,0.08710746837073212,10690.711832153684,0.4907693883854626
143,0.1573118260098366,0.00021373889403510405,736,366,-0.06507601048651782,0.10099643014670205,10949.068082463611,0.4883155414435353
144,-0.24520682241083622,-0.000333161443492984,736,363,-0.11644188793910173,0.10722273533219336,7360.727447600907,0.4858739637363176
145,0.04363614501467498,5.928824050906926e-05,736,362,-0.12441173431535288,0.110893369606082,9645.496936933121,0.483444593917636
146,0.39654532269202974,0.0005387844058315622,736,365,-0.07375865319203616,0.09634594360689834,13507.73458957077,0.4810273709480478
147,0.2606960408079423,0.0003542065771847042,736,362,-0.1079273923587341,0.09860923226617159,11735.869860176139,0.47862223409330756
148,0.40071764756345,0.000544453325493818,736,360,-0.0586595169719472,0.0824705679577172,13991.778580302367,0.47622912292284103
149,0.29754308951916103,0.00040427050206407746,736,363,-0.05678737064091403,0.08379194329410918,12514.107052177536,0.4738479773082268
150,0.5511901132499964,0.0007488996103940169,736,360,-0.11640050069020168,0.10718054017134135,15412.838818702425,0.47147873742168567
151,0.5130591428756218,0.0006970912267331819,736,363,-0.1014940195666387,0.07457804645051383,15411.478897282785,0.46912134373457726
152,0.4440642952402529,0.0006033482272286045,736,360,-0.06634216690004746,0.07754797546132383,14170.279730868764,0.46677573701590436
153,0.32719766907829667,0.0004445620503781205,736,361,-0.06932736622888966,0.06265399137251748,13148.518679189296,0.46444185833082485
154,0.26114551302776806,0.00035481727313555443,736,359,-0.07414213907831615,0.06909593353088213,12170.200768553965,0.46211964903917074
155,0.08191590655377685,0.00011129878607850116,736,364,-0.08487722327317342,0.06849399715224784,10196.014617953086,0.4598090507939749
156,-0.15942484402771184,-0.0002166098424289563,736,369,-0.05761858188700187,0.05095667912649651,8107.047520820471,0.457510005540005
157,0.27343750444143466,0.0003715183484258623,736,361,-0.10947068140527332,0.10163161323082473,12054.451383844553,0.45522245551230495
158,0.42752125811800373,0.0005808712746168529,736,356,-0.052321918317819856,0.07655628569945828,14355.025648173552,0.4529463432347434
159,0.3499859210084778,0.0004755243491963014,736,360,-0.06771339729716007,0.0770763170398652,13425.88085102046,0.4506816115185697
160,-0.02596047074130834,-3.5272378724603724e-05,736,367,-0.0670265914235978,0.07874057658530492,9265.256195582939,0.4484282034609769
161,0.295062706192616,0.0004009004160225761,736,367,-0.06862989743480007,0.05878261917953312,12820.393154977579,0.446186062443672
162,0.5708188179326702,0.0007755690461041714,736,365,-0.12853744820606475,0.11957774785263438,15735.82880422349,0.4439551321314536
163,0.040107734907048546,5.4494205036750745e-05,736,361,-0.12704174904305415,0.11813645072048745,9616.666277032435,0.4417353564707963
164,0.47964235900347113,0.0006516879877764553,736,362,-0.07767285443530307,0.08044361480732143,15099.555793981894,0.43952667968844233
165,0.3607623087296384,0.0004901661803391826,736,363,-0.07472413224424193,0.06616008118425344,13523.353289275374,0.43732904629000013
166,0.44931704142611895,0.0006104851106333138,736,365,-0.06562332229257795,0.08999189410291115,14771.898182927314,0.4351424010585501
167,0.5202974331886558,0.0007069258603106737,736,361,-0.1129052409471454,0.0893034104245091,15076.022126411046,0.43296668905325736
168,0.5911652316314946,0.0008032136299340959,736,365,-0.10547674146999136,0.09825481317267505,16010.521645122362,0.43080185560799106
169,0.6862577847901058,0.0009324154684648176,736,365,-0.06875603421193326,0.09712174813766475,18171.09419076043,0.4286478463299511
170,0.4370309697442989,0.0005937920784569278,736,363,-0.0695732646716174,0.0895113398135293,14209.767549666256,0.42650460709830135
171,0.43271259306468907,0.0005879247188378927,736,364,-0.07007094314190901,0.0714789964191185,14244.6485130936,0.42437208406280985
172,0.2629767381194463,0.0003573053507057694,736,362,-0.08000875258376848,0.046585723320949575,12219.306794121228,0.4222502236424958
173,0.16465148657061054,0.00022371125892745998,736,364,-0.12282331664057093,0.10758647153173682,10626.333472567734,0.42013897252428334
174,-0.06456299915362325,-8.772146624133594e-05,736,363,-0.07893478237529998,0.09151285545066393,8824.589150774527,0.4180382776616619
175,-0.022031215912709196,-2.9933717272702712e-05,736,364,-0.06901746769990805,0.08425658230446509,9115.360714917308,0.4159480862733536
176,0.18919497616408362,0.00025705839152728754,736,366,-0.12835358389952492,0.1194992457933011,11078.619794029022,0.41386834584198684
177,-0.09928775528121878,-0.00013490184141469943,736,363,-0.10362506504045821,0.07504181573379777,8473.678738554632,0.4117990041127769
178,0.266620186993701,0.0003622556888501372,736,362,-0.07738078123839809,0.09722285628711924,12158.041029825532,0.40974000909221303
179,0.2515400162154988,0.0003417663263797538,736,365,-0.09696457566431568,0.10291618059195803,11587.364575399473,0.40769130904675194
180,0.3842509382125711,0.0005220800790931673,736,368,-0.054501794600589626,0.08343493584676834,13936.167052715196,0.40565285250151817
181,0.2616272213952094,0.00035547176820001277,736,367,-0.12860383631741404,0.11971641148849091,11864.859358676873,0.4036245882390106
182,0.21735065675077472,0.0002953133923244222,736,363,-0.09853877481786481,0.09142418694245384,11401.22657085631,0.4016064652978155
183,0.3948635992150955,0.0005364994554552928,736,370,-0.08006096982137245,0.07108078083620852,13859.805185907162,0.3995984329713264
184,0.20921410504980015,0.0002842582949046198,736,370,-0.0988878047593951,0.07235904594859378,11740.557362779273,0.3976004408064698
185,0.19381192298082406,0.00026333141709351094,736,369,-0.06929176701067072,0.08389446189296129,11439.83737415855,0.39561243860243744
186,0.3668332063641551,0.0004984146825599934,736,364,-0.09540749194414297,0.07862059845408906,13537.87102606881,0.3936343764094253
187,0.32656812810589736,0.00044370669579605617,736,359,-0.04782626726835031,0.07352715628022372,13239.595573601655,0.39166620452737816
188,0.3970668582081984,0.0005394930138698348,736,369,-0.06108596733049421,0.08660219812078672,13890.158540880135,0.3897078735047413
189,0.4899432231391133,0.0006656837270911866,736,368,-0.07771498072929567,0.07210442680020192,15206.381983372241,0.3877593341372176
190,0.5155064439606961,0.0007004163640770328,736,365,-0.07032070600358474,0.08619405933803129,15525.697166564398,0.3858205374665315
191,0.011021352874338936,1.4974664231438772e-05,736,368,-0.0962110671041751,0.088728066044924,9460.502911769789,0.38389143477919885
192,0.38610151672856763,0.0005245944520768582,736,362,-0.05744471109193682,0.0473854323242029,14064.7903616049,0.3819719776053028
193,0.19359775570482654,0.0002630404289467752,736,365,-0.04847317447133747,0.07685736993320878,11565.051422105531,0.3800621177172763
194,-0.015938861953059068,-2.1656062436221558e-05,736,369,-0.061831244137604525,0.06531815472532727,9481.671186104937,0.37816180712868996
195,0.6696682046514121,0.0009098752780589838,736,363,-0.07885709014938976,0.08830667665571672,17274.811694381413,0.37627099809304654
196,0.2538843024028489,0.0003449514978299578,736,364,-0.07820502019200255,0.09041245004333527,11971.94956652439,0.3743896431025813
197,0.4928364446552207,0.0006696147345858977,736,367,-0.11612195514372202,0.09408417753456821,15011.279101275297,0.37251769488706843
198,0.3983707258164897,0.0005412645731202306,736,366,-0.0986342345113106,0.07842179401564642,13661.71955495834,0.3706551064126331
199,0.44783854058106976,0.00060847627796341,736,361,-0.04442345567580409,0.08108566982769627,14784.830161183509,0.36880183088056995
200,-0.04185864548026803,-5.6873159619929385e-05,736,365,-0.12797058330202832,0.11837463956011314,8946.240917529476,0.3669578217261671
